,raw,processed,label,Predict
2876,"Dear, pak @jokowi
Rakyatmu capek dengerin berita duka tiap hari. Stop PPKM Darurat, jalanin Karantina Wilayah, hidupin warganya selama di rumah. Anda minta PPKM, tapi Anda juga minta kita buat bekerja, bukan untuk mencari nafkah, tapi mencari penyakit. 

Sedih saya, pak.",dear pak rakyatmu cape dengarkan berita duka tiap hari stop ppkm darurat menjalani karantina wilayah hidupin warganya selama di rumah anda meminta ppkm tapi anda juga meminta kita buat bekerja bukan untuk mencari nafkah tapi mencari penyakit sedih saya pak,0,0
5979,Kebelet nikah lagi PPKM takut dibubarin...hm @AstyUtami6 https://t.co/gpkQV2omxP,kebelet nikah lagi ppkm takut dibubarin hm,0,0
724,"Efek.PPKM darurat ,tanpa pengganti  biaya hidup dari pemerintah 🤦🤦🥺 https://t.co/jtYomdoIcf",efek ppkm darurat tanpa pengganti biaya hidup dari pemerintah,0,0
9232,@patriafess penataran dhoho tutup selama ppkm ngab,penataran dhoho tutup selama ppkm ngab,1,1
8066,"Sampel season berapa PPKM ini? 
Jadi ingat jaman sinetron Tersanjung. 
Banyak season, dari awal bertemu, pacaran,  sampe beranak pinak.",sampel season berapa ppkm ini jadi ingat jaman sinema elektronik tersanjung banyak season dari awal bertemu pacaran sampai beranak pinak,1,1
5268,@bokusiapaaa Mau periksa tapi masih takut ke tht karna ppkm gini :(,mau periksa tapi masih takut ke tht karena ppkm begini,0,0
1127,"@eT3k3WeR_ Udeh bener dulu oposan minta lockdown pake uu karantina, cebong malah ngamuk2.
Sekarang ppkm darurat yg nggak dapet ape2 pada misuh nyesel.
Mamam tuh..!",udah benar dulu oposan meminta lockdown pakai uu karantina cebong bahkan ngamuk sekarang ppkm darurat yang tidak dapat apa pada misuh menyesal mamam itu,0,0
3181,@kasih_ibunya Yah aku cemas sama berita ppkm diperpanjang 6 minggu 😂😂😂,ya saya cemas sama berita ppkm diperpanjang minggu,0,0
4947,"PPKM.. Pagi-Pagi Keinget Ma….kan!! Yuk, sarapan. 😁😁",ppkm pagi pagi teringat sama kan yuk sarapan,1,1
4803,@jaericsupremacy mager keluar lagi ppkm gini teh😔😔😔,malas keluar lagi ppkm begini kakak perempuan,0,1
3295,@Anonymous_2024 Takut pergerakan mahasiswa sampe segitunya memperpanjang PPKN... eh PPKM... 😅😅,takut pergerakan mahasiswa sampai sebegitunya memperpanjang ppkn eh ppkm,0,0
4701,"Para Pemerintah Kontra Masyarakat (PPKM).
-+ seperti lagu syahrini",para pemerintah kontra masyarakat ppkm seperti lagu syahrini,0,0
4625,"@habibthink Klo dari sisi saya sih bkn mslh setuju atau tidaknya bang tetapi setelah selesai ppkm nya apakah masyarakat nya akan ttp patuh pada prokes atau malah balik lagi kyk sblmnya.
Akan ada lagi ppkm2 lanjutkan klo seperti itu..",kalau dari sisi saya sih bukan masalah setuju atau tidaknya mas tetapi setelah selesai ppkm nya apakah masyarakat nya akan tetap patuh pada prokes atau bahkan balik lagi kayak sebelumnya akan ada lagi ppkm lanjutkan kalau seperti itu,0,1
8459,@Khafidar_ Bsk msh PPKM,besok masih ppkm,1,1
2304,"Jalur yang ditutup selama PPKM

- Kota Batu - Kota Malang
- Kabupaten Malang - Kota Malang
- Hatimu - Untukku",jalur yang ditutup selama ppkm kota batu kota malang kabupaten malang kota malang hatimu untukku,1,1
8819,@Bengkeltanah2 Sepertinya emang sengaja ingin menyerang pemerintah dg isiu ppkm ... anehnya Pandemi Melonjak yg disalahin Pemerintah jg. ..,sepertinya memang sengaja ingin menyerang pemerintah dengan isiu ppkm anehnya pandemi melonjak yang disalahin pemerintah juga,0,0
6607,"@GreysPolii @BLACKPINK abis ppkm si kayanya 

FIVE YEARS WITH BLACKPINK
#BLACKPINK5thAnniversary
#블랙핑크_오주년_블링크랑_오래오래",habis ppkm sih kayaknya five years with blackpink,1,1
149,"iisip ppkm juga kek libur aja gitu gausa daring daringan, cape gua pusing mana tugas bikin vidio mulu, mana ngambil stockshootnya ribet sono sini di sekat, ga dikerjain rata rata tugas uas. 
udah smt 6 baru mikir ""apa gua salah ngambil jurusan ya?"" auah mau cemilin cet tembok aja",iisip ppkm juga kayak libur saja begitu enggak usah online daringan lelah aku pusing mana tugas buat vidio terus mana mengambil stockshootnya ribet sono sini di sekat tidak dikerjain rata rata tugas uas sudah semester baru mikir apa aku salah mengambil jurusan iya auah mau cemilin cet tembok saja,0,0
4963,"Artinya PPKM Level 4 mungkin tdk diperpanjang dan kita bisa beraktivitas spt semula,,
https://t.co/FVN8rVl12f",artinya ppkm level mungkin tidak diperpanjang dan kita bisa beraktivitas seperti semula,1,1
3984,"jangan khawatir mba, sedikit banyak itu bs menaikkan imun tubuh kami selama masa ppkm. https://t.co/HSH1Sh6msF",jangan khawatir mbak sedikit banyak itu bisa menaikkan imun tubuh kami selama masa ppkm,2,2
2963,"@Safarmussafir @TwelviFebrina Efek ppkm darurat ngaruh banget sih, boro2 buat ngopi, buat makan aja susah. Orang mikirnya ada duit drpd buat ngopi2 mending buat beli beras. Bukan cm efek blokiran jalan doang. Semoga mas nya gak ngalamin kyk saya, sejahtera terus.. Aamiin",efek ppkm darurat berpengaruh banget sih jangankan buat ngopi buat makan saja susah orang mikirnya ada duit daripada buat ngopi lebih baik buat beli beras bukan cuma efek blokiran jalan doang semoga mas nya enggak ngalamin kayak saya sejahtera terus amin,0,0
841,"#TolongPatuhiAturanPPKM Darurat, dan gw yakin dgn PPKM darurat lonjakan pnularan bs dtekan. Atuhi saja prokesny! https://t.co/0OjrMIsuYA",darurat dan aku yakin dengan ppkm darurat lonjakan pnularan bisa dtekan atuhi saja prokesny,2,2
9444,"Good Morning everyone
Day 13 PPKM
Hari ini mimpi nya aneh, berantem sama orang gara2 gangguin gue
Senggol bacok wkwk

Have a nice day",good morning everyone hari ppkm hari ini mimpi nya aneh berantem sama orang gara mengganggu aku senggol bacok wkwk have nice hari,1,1
1765,PPKM tapi bandara masih dibuka WKWK,ppkm tapi bandara masih dibuka wkwk,0,1
2133,"PPKM Darurat Sudah Tepat.
Yuk Disiplin PPKM https://t.co/uSJuvyCnMy",ppkm darurat sudah tepat yuk disiplin ppkm,2,2
9498,@idnkeras Katanya harus jaga jarak dan taati PPKM.lalu kenapa bergerombolan dalam jumlah yang besar malah diperbolehkan😌,katanya harus jaga jarak dan taati ppkm lalu kenapa bergerombolan dalam jumlah yang besar bahkan diperbolehkan,0,2
4751,"@Markonah_003 Wah ganti nama oembatasan lagi nih, psbb, ppkm berlevel2, ........??",wah ganti nama oembatasan lagi ini psbb ppkm berlevel,1,1
7336,@cancerhii Nunggu PPKM ga ada,menunggu ppkm tidak ada,1,1
2129,"@K1_7123J0 @ronavioleta percuma ada PPKM, selama TKA China masuk terus. Sampai kiamat",percuma ada ppkm selama tka china masuk terus sampai kiamat,0,0
6216,"@bertanyarl Hari ini aku libur, blm ada rencana kemana, ppkm juga",hari ini saya libur belum ada rencana kemana ppkm juga,1,1
6372,"@tuyyyy_ Heyy, Perlahan tapi pasti. Gak harus detik itu juga km ngelupain yang lamaaa. Ada nanti dimanaa km ngerasa ternyata crush yg baru lebih nyaman kalau dia sefrekuensi sama km garis bawahi. dunia itu luas kitanya aja yg kurang menjelajah karna lagi ppkm :)",heyy perlahan tapi pasti enggak harus detik itu juga kamu ngelupain yang lama ada nanti dimanaa kamu merasa ternyata crush yang baru lebih nyaman kalau dia sefrekuensi sama kamu garis bawahi dunia itu luas kitanya saja yang kurang menjelajah karena lagi ppkm,1,1
7183,"ditengah kebijakan ppkm yg makin melonggar pelan2, msh nyata jg loh berita dr sodara2 kita yg kehilangan. super sedih bgt emg kl baca2in kisahnya, tp gpp malah jd reminder tersendiri sih. drpd percaya sm sikon yg 'keliatannya' baik2 aja, ko berasa kyk nipu diri sendiri 🙂",ditengah kebijakan ppkm yang makin melonggar pelan masih nyata juga loh berita dari sodara kita yang kehilangan super sedih banget memang kalo baca ini kisahnya tapi tidak apa-apa bahkan jadi reminder tersendiri sih daripada percaya sama situasi dan kondisi yang kelihatannya baik saja kok berasa kayak tipu diri sendiri,0,0
1392,Ni ppkm bikin gila lama2,ini ppkm buat gila lama,0,0
5527,@gxgacc ga jelas bgt kek peraturan ppkm,tidak jelas banget kayak peraturan ppkm,0,0
5053,"Gila bulan juli ini aku cuma 3 hari kerja, sehabis itu libur panjang ppkm dan gak kerasa",gila bulan juli ini saya cuma hari kerja sehabis itu libur panjang ppkm dan enggak kerasa,1,0
6671,@SriAni65044843 @MawarHi63620132 Via DM mbak Yu efek PPKM 😀,via dm mbak yuk efek ppkm,1,1
9396,"Sebenarnya ga masalah mau PPKM atau lockdown, tapi solusi utk pengusaha apa? Ruang untuk usaha dibatasi padahal pengeluaran terus berjalan ( sewa, gaji, listrik, dll ). Kalo bansos ga pernah dpt krn bisa dikatakan bukan kriteria miskin. Bukannya ga takut covid, takut kok.",sebenarnya tidak masalah mau ppkm atau lockdown tapi solusi untuk pengusaha apa ruang untuk usaha dibatasi padahal pengeluaran terus berjalan sewa gaji listrik dan lain-lain jika bansos tidak pernah dapat karena bisa dikatakan bukan kriteria miskin bukannya tidak takut covid takut kok,0,0
2935,PPKM Woooiiiii...... https://t.co/TRNzsRBsGv,ppkm woi,1,1
550,"Ada diskon listrik juga dari Pemerintah selama PPKM darurat buat 32,6 juta pelanggan 450 VA dan 900 VA bersubsidi.

Nah, tugas kita sebagai masyarakat adalah :

Yuk, bantu kawal!

Supaya semua amanah😊",ada diskon listrik juga dari pemerintah selama ppkm darurat buat juta pelanggan va dan va bersubsidi nah tugas kita sebagai masyarakat adalah yuk bantu kawal supaya semua amanah,2,2
1740,@tempodotco Apakah PPKM Darurat akan dilanjutkan dengan PPKM Longgar atau PPKM Relaksasi jika situasi membaik?,apakah ppkm darurat akan dilanjutkan dengan ppkm longgar atau ppkm relaksasi jika situasi membaik,1,1
5660,"PPKM 
Pas Pertamakali Ketemu Minder 😬",ppkm pas pertamakali ketemu minder,1,1
2423,"jangan menyerah pada keadaan, hangatkan suasana dgn semangat, 
percayalah bahwa kesulitan ini pasti teratasi

PPKM untuk keselamatan rakyat",jangan menyerah pada keadaan hangatkan suasana dengan semangat percayalah bahwa kesulitan ini pasti teratasi ppkm untuk keselamatan rakyat,2,2
3033,@Lembayung071 @jokowi Betul bunda..ngga setuju ppkm darurat diperpanjang..,betul bunda tidak setuju ppkm darurat diperpanjang,0,0
17,"PPKM di mulai hari ini tetap patuhi Prokes dan tetap jaga imun tubuh perbanyak olah raga 😁

- perbanyak minum air putih
- madu
- jangan begadang
- makan teratur
-  istirahat cukup
- jaga jarak
- jauhi kerumunan
- pacaran ( 🤣🤣🤣🤣 gw jomblo cukkk )",ppkm di mulai hari ini tetap patuhi prokes dan tetap jaga imun tubuh perbanyak olah raga perbanyak minum air putih madu jangan begadang makan teratur istirahat cukup jaga jarak jauhi kerumunan pacaran aku tidak punya pacar cuk,2,2
2769,"Kemaren pt kena sidak ppkm, skrg peraturannya makin ketat. Jadi riweuuhhh yaAllah 😭",kemarin pt kena sidak ppkm sekarang peraturannya makin ketat jadi riweuuh ya allah,0,0
1642,"@CNNIndonesia Rp. 200.000/30 hr = Rp. 6.067 dibagi lg berapa mulut dlm 1 keluarga penerima.
diikurung PPKM manusiawikah bansos sejumlah itu???",rp hari rp dibagi lagi berapa mulut dalam keluarga penerima diikurung ppkm manusiawikah bansos sejumlah itu,0,0
4104,"@FWBESS Udah bangun doong, ntar abis ppkm jalan boleh tu",sudah bangun dong nanti habis ppkm jalan boleh itu,1,1
3994,@asubangetyaa @GaUsahTag @bukanardito mungkin sebelum ppkm kalii. gtau lg ya 🙏🏻,mungkin sebelum ppkm kali tidak tahu lagi iya,1,1
7401,"Kerumunan saat Pak @jokowi bagi bagi sembako masih terus terjadi.

WNA masuk saat diterapkan PPKM untuk mencegah penularan Covid dari Luar Negeri juga terus berlangsung.

Banyak protes yg disampaikan  melalui sosial media dan media.

Apakah tidak ada cara utk menghentikannya?",kerumunan saat pak bagi bagi sembilan bahan pokok masih terus terjadi wna masuk saat diterapkan ppkm untuk mencegah penularan covid dari luar negeri juga terus berlangsung banyak protes yang disampaikan melalui sosial media dan media apakah tidak ada cara untuk menghentikannya,0,0
4634,"Kayak gini mau minta tambahan insentif, bukan malah membantu pemerintah malah, haaaah sudahlah. Sebenarnya MUI ini makhluk apa si....

Protes PPKM Darurat, MUI Sumbar Izinkan Salat Id di Lapangan https://t.co/ld45Ikxn14",seperti begini mau meminta tambahan insentif bukan bahkan membantu pemerintah bahkan hah sudahlah sebenarnya mui ini makhluk apa sih protes ppkm darurat mui sumbar izinkan salat id di lapangan,0,0
533,"Mendagri Minta Kepala Daerah Tak Ragu Terapkan PPKM Darurat.
#TegasTegakkanPPKMDarurat

https://t.co/IBtXJswyqW",mendagri meminta kepala daerah tidak ragu terapkan ppkm darurat,2,2
132,"PPKM Darurat, Lockdown Tapi Rakyat Yang Nanggung Biayanya | PORTAL ISLAM https://t.co/ut31STSbEV",ppkm darurat lockdown tapi rakyat yang nanggung biayanya portal islam,0,0
4667,"@OposisiCerdas 10 tahun lagi diomongin sekarang..
Lah PPKM aja belum beres...
Rakyat mah mikit makan apa hari ini..
Si Jae udah.. mikirin 10 tahun lagi....
Jangan2 udah mati...",tahun lagi diomongin sekarang lah ppkm saja belum beres rakyat mah mikit makan apa hari ini sih jae sudah memikirkan tahun lagi jangan sudah mati,0,0
8294,"Edisi ppkm
Ketika Aturan manusia harus di patuhi dan aturan Tuhan malah di cuekin, siapa sebenarnya yg kita sembah..",edisi ppkm ketika aturan manusia harus di patuhi dan aturan tuhan bahkan di cuekin siapa sebenarnya yang kita sembah,0,2
964,@kutubocah @vicryyyy ppkm itu apa om?,ppkm itu apa om,1,1
6994,"Agustus ini lombanya bertahan hidup dan ppkm ini aslinya bisa setahun kedepan, cuma dicicil seminggu.seminggu ......",agustus ini lombanya bertahan hidup dan ppkm ini aslinya bisa setahun kedepan cuma dicicil seminggu seminggu,0,1
8621,@daddys3rdsperm Dbtasi sobat slama kegyatan ppkm brlngsung 🙏,dbtasi sobat selama kegyatan ppkm brlngsung,1,1
7529,"Ketika belum ada aturan PPKM
Silaturahmi, jamuan makan dan saling mengunjungi https://t.co/ttMuDgn07t",ketika belum ada aturan ppkm silaturahmi jamuan makan dan saling mengunjungi,1,1
1095,"@wisnu_pra @farizjbbr @idnkeras Mungkin karena ASN yang penghsilannya utuh tidak terdampak ppkm, beda dengan pengusaha kecil, biar adil aja kayanya",mungkin karena asn yang penghsilannya utuh tidak terdampak ppkm beda dengan pengusaha kecil supaya adil saja kayaknya,0,0
6712,"""PPKM, Penerapan Lockdown ala Kapitalisme""

https://t.co/GM5DWIykag

TintaSiyasi.com-- Satu tahun lebih virus Covid-19  telah melanda dunia, termasuk negeri berpenduduk Muslim terbesar dunia. Namun hingga saat ini, vir https://t.co/qs8zqf66a9",ppkm penerapan lockdown ala kapitalisme tintasiyasi com satu tahun lebih virus covid telah melanda dunia termasuk negeri berpenduduk muslim terbesar dunia namun hingga saat ini vir,0,0
1561,@ggaaaa_ ditempat ku ppkm jd gabisa solat ied dilapangan,ditempat ku ppkm jadi tidak bisa solat ied dilapangan,0,0
1670,@susipudjiastuti Harusnya jadi Ppkm ceria.,harusnya jadi ppkm ceria,1,1
3548,@radenrauf PPKM diperpanjang sampai akunya @jek___  dapet centang biru,ppkm diperpanjang sampai akunya dapat centang biru,1,1
9161,PPKM: Pasrah Pada Kehendak-Mu 🤲🏾,ppkm pasrah pada kehendak mu,1,1
7176,"@Arya38263584 Jauh aahh mending yg daerah Bogor aja...PPKM tauu ga punya kartu vaksin, jauh² ntar disuruh balik lg🙈🙈",jauh ah lebih baik yang daerah bogor saja ppkm tau tidak punya kartu vaksin jauh nanti disuruh balik lagi,0,0
3710,Kamu jadi korban PPKM ya? Aku juga 💔,kamu jadi korban ppkm iya saya juga,0,0
3857,Gue mulai merasakan efek gak enak dari PPKM. Duit transport berkurang wkwkwkw,aku mulai merasakan efek enggak enak dari ppkm duit transpoberkurang wkwkwkw,0,0
168,"Gak usah marah masjid ditutup sementara saat PPKM Darurat.

Justru ini kesempatan menjadikan rumah kita sbg “masjid”. 

Adzan di rumah masing2. Jamaah-an di rumah dg kelg. Wirid - ngaji di rumah. Barokah rumah kita menjadi “masjid” untuk keluarga kita. 

Menggetarkan 
🙏😍",enggak perlu marah masjid ditutup sementara saat ppkm darurat justru ini kesempatan menjadikan rumah kita sebagai masjid adzan di rumah masing jamaah an di rumah dengan kelg wirid mengaji di rumah barokah rumah kita menjadi masjid untuk keluarga kita menggetarkan,2,2
2685,"@adjisdoaibu italy menang itu pengalihan isu gaes. tetap kawal ppkm, harus tetap pakai maskermu.",italy menang itu pengalihan isu guys tetap kawal ppkm harus tetap pakai maskermu,2,2
5664,Goblok emang ya bang itu namanya foya foya anggaran 2M ada buat ganti warna pesawat @jokowi  ntu rakyatnya lagi PPKM bansos aja lamban ditangani apa loe gak selidiki mimin @DivHumas_Polri  kenapa bansosnya lamban? https://t.co/uVwDGH76sL,bodoh memang iya mas itu namanya foya foya anggaran ada buat ganti warna pesawat ntu rakyatnya lagi ppkm bansos saja lamban ditangani apa kamu enggak selidiki admin kenapa bansosnya lamban,0,0
9347,@detikcom Dan ini bocah apa msh hrs berhadapan dg aparat negara krn dlarang berjualan di masa PPKM?,dan ini bocah apa masih harus berhadapan dengan aparat negara karena dlarang berjualan di masa ppkm,1,0
8637,@BudeSumiyati selamat pagi yang LDR karena ppkm darurat,selamat pagi yang hubungan jarak jauh karena ppkm darurat,1,1
9372,China Pun berdatangan ke Indonesia saat PPKM Darurat https://t.co/svYJxxAJdP,china pun berdatangan ke indonesia saat ppkm darurat,0,0
8531,"@tempodotco Rakyat kurus mikirin presiden nya sudah disuruh PPKM diem di rumah di kasih makan kagak,..",rakyat kurus memikirkan presiden nya sudah disuruh ppkm diam di rumah di kasih makan tidak,0,0
3122,"@sosmedkeras Kenapa jadi nya benturin si kaya dn si miskin? Emang pemgusaha terima kalau ada ppkm,? 
Yg slh program pemerintah.. Yg gelud rakyat 
Syuuu",kenapa jadi nya benturin sih kayak dan sih miskin memang pemgusaha terima kalau ada ppkm yang salah program pemerintah yang gelud rakyat syu,0,0
7974,"@N4T0_ @NoryckP @VLAMINORA Jadi, silakan aja kalau nggak/belum mau vaksin. Tp ya mesti dirumah aja atau dibatasi mobilitasnya smp nunggu herd immunitynya tercapai.

Kita juga sama2 jengah, anjing! Kita juga bosen PPKM. Makannya lu lu yg g mau vaksin ya dirumah dulu aja. Biar nggak menuh2in RS kek kemarin.",jadi silakan saja kalau tidak belum mau vaksin tapi iya mesti dirumah saja atau dibatasi mobilitasnya sampai menunggu herd immunitynya tercapai kita juga sama jengah anjing kita juga bosan ppkm makannya kamu kamu yang mau vaksin iya dirumah dulu saja supaya tidak menuh ini rs kayak kemarin,0,0
9005,@msaid_didu Bingung dengan ucapan bpk presiden...pls jgn PPkM lagi anda tidak memikirkan rakyat semakin terpuruk..,bingung dengan ucapan bapak presiden tolong jangan ppkm lagi anda tidak memikirkan rakyat semakin terpuruk,0,0
9745,"Ppkm trs makan apa gue ntr, aduhhhh",ppkm terus makan apa aku entar aduh,0,0
6950,"@hello_fika Iya, dan PPKM diperpanjang lagi ini.
Dan utk di Riau 14 hr",iya dan ppkm diperpanjang lagi ini dan untuk di riau hari,1,1
5614,"Assalamualaikum wr wb
Met pagi met beraktivitas, tetap disiplin prokes, taati PPKM, tetap Semangat dg MERAH PUTIH🇲🇨🇲🇨🇲🇨✊✊✊ https://t.co/HRo1FUjEEm",menjadi seseorang alamualaikum wr wb selamat pagi selamat beraktivitas tetap disiplin prokes taati ppkm tetap semangat dengan merah putih,2,2
